"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"
"2:32:00::"	"he"	"curiously"	"?"	"."	"?_he"	"he_curiously"	"curiously_."	"''_?_he"	"?_he_curiously"	"he_curiously_."	"curiously_._∅"	"ε"	"ε"	"PRP"	"VB"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"how"	"did"	"you"	"get_by"	"desk"	"he"	"ask"	"curiously"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"she"	"."	"?"	"∅"	"?_she"	"she_."	"._∅"	"''_?_she"	"?_she_."	"she_._∅"	"._∅_∅"	"ε"	"ε"	"PRP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"really"	"in"	"a"	"hurry"	"she"	"ask"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"he"	"judge_parsons"	"when"	"to"	"when_he"	"he_judge_parsons"	"judge_parsons_to"	"disclosure_when_he"	"when_he_judge_parsons"	"he_judge_parsons_to"	"judge_parsons_to_grant"	"NN"	"WRB"	"PRP"	"VB"	"NNP"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"bellows"	"make"	"disclosure"	"when"	"he"	"ask"	"judge_parsons"	"to"	"grant"	"his"	"client"	"alan_clements"	"a"	"trial"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"∅"	"to"	"∅"	"elaborate"	"∅_∅"	"∅_to"	"to_elaborate"	"∅_∅_∅"	"∅_∅_to"	"∅_to_elaborate"	"to_elaborate_,"	"ε"	"ε"	"ε"	"VB"	"TO"	"VB"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"elaborate"	"pierre_salinger"	"white_house"	"press"	"secretary"	"reply"	"i"	"would"	"say"	"it"	"got"	"to"	"go"	"thru"	"several"	"more"	"drafts"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"will"	"congress"	"he"	"to"	"he_will"	"will_congress"	"congress_to"	"say_he_will"	"he_will_congress"	"will_congress_to"	"congress_to_increase"	"VB"	"PRP"	"MD"	"VB"	"NNP"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"president"	"he"	"will"	"ask"	"congress"	"to"	"increase"	"grants"	"to"	"states"	"for"	"vocational"	"rehabilitation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"he"	"a"	"research"	"20"	"research_he"	"he_a"	"a_20"	"medical_research_he"	"research_he_a"	"he_a_20"	"a_20_million"	"JJ"	"NN"	"PRP"	"VB"	"DT"	"CD"	"CD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"for"	"research"	"he"	"ask"	"a"	"million"	"dollar"	"a"	"year"	"increase"	"from"	"to"	"millions"	"in"	"matching"	"grants"	"for"	"build"	"research"	"facilities"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"∅"	"each"	"∅"	"member"	"∅_∅"	"∅_each"	"each_member"	"∅_∅_∅"	"∅_∅_each"	"∅_each_member"	"each_member_to"	"ε"	"ε"	"ε"	"VB"	"DT"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"each"	"member"	"to"	"write"	"a"	"statement"	"on"	"such"	"topics"	"as"	"what"	"christ"	"mean"	"to"	"me"	"what"	"the"	"church"	"mean"	"to"	"me"	"why"	"join"	"the"	"church"	"the"	"duties"	"of"	"church_members"	"etc."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"∅"	"each"	"∅"	"new"	"∅_∅"	"∅_each"	"each_new"	"∅_∅_∅"	"∅_∅_each"	"∅_each_new"	"each_new_member"	"ε"	"ε"	"ε"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"each"	"new"	"member"	"to"	"bring"	"his"	"pledge"	"of"	"loyalty"	"to"	"the"	"reception"	"service"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"∅"	"the"	"∅"	"new"	"∅_∅"	"∅_the"	"the_new"	"∅_∅_∅"	"∅_∅_the"	"∅_the_new"	"the_new_members"	"ε"	"ε"	"ε"	"VB"	"DT"	"JJ"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"new"	"members"	"to"	"meet"	"thirty"	"minutes"	"before"	"the"	"service"	"to"	"complete"	"talent"	"sheets"	"and"	"pledge"	"cards"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	","	"him"	"congregation"	"to"	"congregation_,"	",_him"	"him_to"	"the_congregation_,"	"congregation_,_him"	",_him_to"	"him_to_face"	"DT"	"NN"	"ε"	"VB"	"PRP"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"introduce"	"each"	"new"	"to"	"the"	"congregation"	"ask"	"him"	"to"	"face"	"the"	"congregation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"may"	"the"	"he"	"council"	"he_may"	"may_the"	"the_council"	"yesterday_he_may"	"he_may_the"	"may_the_council"	"the_council_to"	"NN"	"PRP"	"MD"	"VB"	"DT"	"NN"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"council"	"president"	"frank_sanantonio"	"yesterday"	"he"	"may"	"ask"	"the"	"council"	"to"	"formally"	"request"	"town_solicitor_michael_a._abatuno"	"to"	"draft"	"the"	"ordinance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"who"	"them"	","	"to"	",_who"	"who_them"	"them_to"	"jews_,_who"	",_who_them"	"who_them_to"	"them_to_serve"	"NNPS"	"ε"	"WP"	"VB"	"PRP"	"TO"	"VB"	"to"	"the"	"generosity"	"of"	"mr._irving_j._fain"	"president"	"of"	"the"	"temple_beth_el"	"rev._dewitt_clemens"	"pastor"	"of"	"the"	"mathewson_street"	"methodist_church"	"mr._felix_miranda"	"of"	"the"	"imperial_knife_co."	"and"	"to"	"mrs._rozella_switzer"	"regional"	"director"	"of"	"the"	"national_conference"	"of"	"christians"	"and"	"jews"	"who"	"ask"	"to"	"serve"	"as"	"a"	"committee"	"for"	"the"	"fund"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	")"	"whether"	"29"	"american"	"29_)"	")_whether"	"whether_american"	"jan._29_)"	"29_)_whether"	")_whether_american"	"whether_american_taxpayers"	"NNP"	"CD"	"ε"	"VB"	"IN"	"NNP"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"providence_sunday_journal"	"article"	"ask"	"whether"	"american"	"taxpayers"	"are"	"being"	"victimize"	"by"	"a"	"gigantic"	"giveaway"	"to"	"pay"	"for"	"the"	"care"	"of"	"war"	"veterans"	"who"	"have"	"non-service-connected"	"disabilities"	"sound"	"as"	"though"	"the"	"providence_journal"	"be"	"desperate"	"for"	"news"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"rourke"	"sadly"	","	","	",_rourke"	"rourke_sadly"	"sadly_,"	"pocket_,_rourke"	",_rourke_sadly"	"rourke_sadly_,"	"sadly_,_``"	"NN"	"ε"	"NNP"	"VB"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"the"	"detective"	"slide"	"into"	"his"	"pocket"	"rourke"	"ask"	"sadly"	"what"	"in"	"hell"	"are"	"you"	"going_to"	"do"	"mike"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"and"	"casually"	","	","	",_and"	"and_casually"	"casually_,"	"live_,_and"	",_and_casually"	"and_casually_,"	"casually_,_``"	"VB"	"ε"	"CC"	"VB"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"shayne"	"stroll"	"across"	"to"	"intercept"	"the"	"reporter"	"in_front"	"the"	"two-story"	"house"	"where"	"felice_perrin"	"live"	"and"	"ask"	"casually"	"get"	"the"	"police"	"okay"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"has"	"the"	"also"	"icc"	"also_has"	"has_the"	"the_icc"	"central_also_has"	"also_has_the"	"has_the_icc"	"the_icc_to"	"NNP"	"RB"	"VBZ"	"VB"	"DT"	"NNP"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"new_york"	"also"	"has"	"ask"	"the"	"icc"	"to"	"permit"	"it"	"to"	"gain"	"control"	"of"	"the"	"b"	"o"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"dr._brodie"	"parents"	"why"	"not"	"why_dr._brodie"	"dr._brodie_parents"	"parents_not"	"be_why_dr._brodie"	"why_dr._brodie_parents"	"dr._brodie_parents_not"	"parents_not_to"	"VB"	"WRB"	"NNP"	"VB"	"NNS"	"RB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"that"	"why"	"dr._brodie"	"ask"	"parents"	"not"	"to"	"insist"	"against"	"their"	"dentist"	"advice"	"that"	"their"	"child"	"have"	"orthodontic"	"work"	"do"	"too"	"early"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"the"	"try"	"lady_da"	"try_to"	"to_the"	"the_lady_da"	"he_try_to"	"try_to_the"	"to_the_lady_da"	"the_lady_da_how"	"PRP"	"VB"	"TO"	"VB"	"DT"	"NNP"	"WRB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"to"	"ask"	"the"	"lady_da"	"how"	"long"	"they"	"had"	"have"	"the"	"drug"	"and_how"	"much"	"longer"	"they"	"would"	"have"	"to"	"wait"	"before"	"they"	"have"	"it"	"again"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"me"	"want"	"when"	"want_to"	"to_me"	"me_when"	"you_want_to"	"want_to_me"	"to_me_when"	"me_when_b"	"PRP"	"VB"	"VB"	"VB"	"PRP"	"WRB"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"you"	"to"	"ask"	"me"	"when"	"b"	"dikkat"	"is"	"going_to"	"come_back"	"with"	"the"	"needle"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"?"	"mercer"	"'"	"."	"'_?"	"?_mercer"	"mercer_."	"''_'_?"	"'_?_mercer"	"?_mercer_."	"mercer_._∅"	"ε"	"ε"	"ε"	"VB"	"NNP"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"be"	"a"	"scene"	"mercer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"was"	"monday"	"school_board"	"to"	"school_board_was"	"was_monday"	"monday_to"	"portland_school_board_was"	"school_board_was_monday"	"was_monday_to"	"monday_to_take"	"NNP"	"NN"	"VBD"	"VB"	"NNP"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"school_board"	"was"	"ask"	"monday"	"to"	"take"	"a"	"stand"	"towards"	"develop"	"and"	"coordinate"	"with"	"portland"	"civil_defense"	"more"	"plans"	"for"	"the"	"city"	"schools"	"in"	"event"	"of"	"attack"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"mrs._molvar"	"again"	"∅"	"that"	"∅_mrs._molvar"	"mrs._molvar_again"	"again_that"	"∅_∅_mrs._molvar"	"∅_mrs._molvar_again"	"mrs._molvar_again_that"	"again_that_the"	"ε"	"ε"	"NNP"	"VB"	"RB"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ask"	"again"	"that"	"the"	"board"	"join"	"in"	"take"	"a"	"stand"	"in_keeping_with"	"jack_lowe"	"program"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"to"	"voters"	"decide"	"whether"	"decide_to"	"to_voters"	"voters_whether"	",_decide_to"	"decide_to_voters"	"to_voters_whether"	"voters_whether_they"	"ε"	"VB"	"TO"	"VB"	"NNS"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"last"	"week"	"the"	"board"	"by"	"a"	"vote"	"decide"	"to"	"ask"	"voters"	"whether"	"they"	"prefer"	"the"	"junior_high_school"	"system"	"or"	"the"	"system"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"solemnly"	"the"	"them"	"proprieter"	"them_solemnly"	"solemnly_the"	"the_proprieter"	"and_them_solemnly"	"them_solemnly_the"	"solemnly_the_proprieter"	"the_proprieter_if"	"CC"	"PRP"	"RB"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"my"	"husband"	"enter"	"the"	"motel"	"office"	"sign_up"	"a"	"room"	"and"	"them"	"solemnly"	"ask"	"the"	"proprieter"	"if"	"he"	"accept"	"pets"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
