"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"
"2:32:00::"	"?"	"mrs._grace_o._peck"	"''"	","	"''_?"	"?_mrs._grace_o._peck"	"mrs._grace_o._peck_,"	"contract_''_?"	"''_?_mrs._grace_o._peck"	"?_mrs._grace_o._peck_,"	"mrs._grace_o._peck_,_representative"	"NN"	"ε"	"ε"	"VB"	"NNP"	"ε"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"you"	"feel"	"you"	"can"	"stand_up"	"to"	"the"	"legislative"	"session"	"and"	"defend"	"this"	"contract"	"ask"	"mrs._grace_o._peck"	"representative"	"from"	"multnomah_county"	"of"	"the"	"commission"	"chairman"	"joseph_e._harvey_jr."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:04::"	"being"	"why"	"constantly"	"he"	"constantly_being"	"being_why"	"why_he"	"was_constantly_being"	"constantly_being_why"	"being_why_he"	"why_he_did"	"VBD"	"RB"	"VBG"	"VB"	"WRB"	"PRP"	"VBD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"republican"	"senator"	"tell"	"this"	"that"	"he"	"was"	"constantly"	"being"	"ask"	"why"	"he"	"did"	"n't"	"attack"	"the"	"kennedy"	"administration"	"on"	"this"	"score"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"it"	"the"	"again_and_again"	"communists"	"again_and_again_it"	"it_the"	"the_communists"	"∅_again_and_again_it"	"again_and_again_it_the"	"it_the_communists"	"the_communists_to"	"ε"	"RB"	"PRP"	"VB"	"DT"	"NNPS"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"ask"	"the"	"communists"	"to"	"freeze"	"the"	"military"	"situation"	"in"	"laos"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"president"	"the"	"the"	"support"	"the_president"	"president_the"	"the_support"	"∅_the_president"	"the_president_the"	"president_the_support"	"the_support_and"	"ε"	"DT"	"NNP"	"VB"	"DT"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"president"	"ask"	"the"	"support"	"and"	"cooperation"	"of"	"congress"	"in"	"his"	"efforts"	"through"	"the"	"enactment"	"of"	"legislation"	"to"	"provide"	"federal"	"grants"	"to"	"states"	"for"	"specified"	"efforts"	"in"	"combat"	"this"	"disturbing"	"crime"	"trend"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"he"	"intimate"	"∅"	"questions"	"∅_he"	"he_intimate"	"intimate_questions"	"∅_∅_he"	"∅_he_intimate"	"he_intimate_questions"	"intimate_questions_and"	"ε"	"ε"	"PRP"	"VB"	"JJ"	"NNS"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ask"	"intimate"	"questions"	"and"	"get"	"frank"	"answers"	"from"	"the"	"members"	"of_what"	"he"	"call"	"the"	"candidates"	"in-groups"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"being"	"to"	"was"	"do"	"was_being"	"being_to"	"to_do"	"gabriel_was_being"	"was_being_to"	"being_to_do"	"to_do_now"	"NNP"	"VBD"	"VBG"	"VB"	"TO"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"what"	"was"	"being"	"ask"	"to"	"do"	"now"	"however"	"be"	"to"	"reexamine"	"all"	"his"	"basic_assumptions"	"make"	"value-judgments"	"on"	"them"	"and"	"give"	"them"	"new"	"and"	"different"	"powers"	"in"	"his"	"mind"	"to"	"govern"	"his"	"motives"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"was"	"him"	"gabriel"	"to"	"gabriel_was"	"was_him"	"him_to"	"that_gabriel_was"	"gabriel_was_him"	"was_him_to"	"him_to_ratify"	"IN"	"NNP"	"VBD"	"VB"	"PRP"	"TO"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"simple"	"treaty"	"that"	"gabriel"	"was"	"ask"	"him"	"to"	"ratify"	"in_short"	"be"	"nothing"	"less_than"	"total"	"trust"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"may"	"what"	"you"	"else"	"you_may"	"may_what"	"what_else"	"∅_you_may"	"you_may_what"	"may_what_else"	"what_else_there"	"ε"	"PRP"	"MD"	"VB"	"WP"	"RB"	"EX"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"may"	"ask"	"what"	"else"	"there"	"be"	"and"	"the"	"answer"	"be"	"nothing"	"nothing"	"but"	"empty"	"space"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"be"	":"	"might"	"``"	"might_be"	"be_:"	":_``"	"question_might_be"	"might_be_:"	"be_:_``"	":_``_do"	"NN"	"MD"	"VB"	"VB"	"ε"	"ε"	"VBP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"might"	"be"	"ask"	"do"	"n't"	"the"	"managements"	"of"	"the"	"heavy-electrical-goods"	"manufacturers"	"know"	"these"	"facts"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"resist"	"how"	"not"	"he"	"not_resist"	"resist_how"	"how_he"	"could_not_resist"	"not_resist_how"	"resist_how_he"	"how_he_feel"	"MD"	"RB"	"VB"	"VB"	"WRB"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"he"	"introduce"	"so_much"	"modern"	"i"	"could"	"not"	"resist"	"ask"	"how"	"he"	"feel"	"about"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"to"	"friends"	"had"	"or"	"had_to"	"to_friends"	"friends_or"	"have_had_to"	"had_to_friends"	"to_friends_or"	"friends_or_even"	"VB"	"VB"	"VB"	"VB"	"NNS"	"CC"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"others"	"mention"	"that"	"might"	"have"	"had"	"to"	"ask"	"friends"	"or"	"even"	"strangers"	"for"	"help"	"and"	"that"	"to"	"be"	"stranded"	"in_a_foreign_country"	"without"	"sufficient"	"funds"	"did"	"not"	"contribute"	"to"	"international"	"understanding"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"could"	"each"	"i"	"individually"	"i_could"	"could_each"	"each_individually"	"soon_i_could"	"i_could_each"	"could_each_individually"	"each_individually_what"	"RB"	"PRP"	"MD"	"VB"	"DT"	"RB"	"WP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"debate"	"need"	"no"	"controversy"	"and"	"soon"	"i"	"could"	"ask"	"each"	"individually"	"what"	"he"	"expect"	"from"	"life"	"what"	"his"	"hopes"	"be"	"and"	"what"	"his"	"fears"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"then"	"the"	","	"question"	",_then"	"then_the"	"the_question"	"moment_,_then"	",_then_the"	"then_the_question"	"the_question_which"	"NN"	"ε"	"RB"	"VB"	"DT"	"NN"	"WDT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"barton"	"wait"	"for"	"long"	"moment"	"then"	"ask"	"the"	"question"	"which"	"lie"	"always"	"uppermost"	"in"	"his"	"mind"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"and"	"the"	"today"	"oriole"	"today_and"	"and_the"	"the_oriole"	"paul_richards_today_and"	"today_and_the"	"and_the_oriole"	"the_oriole_manager"	"NNP"	"NN"	"CC"	"VB"	"DT"	"NNP"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"out-of-town"	"writer"	"paul_richards"	"today"	"and"	"ask"	"the"	"oriole"	"manager"	"if"	"he"	"think"	"his"	"ball_club"	"would"	"be"	"improved"	"this"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"he"	"."	"?"	"∅"	"?_he"	"he_."	"._∅"	"''_?_he"	"?_he_."	"he_._∅"	"._∅_∅"	"ε"	"ε"	"PRP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"who"	"be"	"you"	"and"	"what"	"to"	"you"	"he"	"ask"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"girl"	"."	"the"	"∅"	"the_girl"	"girl_."	"._∅"	"?_the_girl"	"the_girl_."	"girl_._∅"	"._∅_∅"	"ε"	"DT"	"NN"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"could"	"you"	"find"	"me"	"a"	"needle"	"thread"	"the"	"girl"	"ask"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	","	"where"	"autograph"	"he"	"autograph_,"	",_where"	"where_he"	"his_autograph_,"	"autograph_,_where"	",_where_he"	"where_he_be"	"PRP$"	"NN"	"ε"	"VB"	"WRB"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mr._dwyer"	"say"	"that"	"although"	"it"	"be"	"obvious"	"that"	"mr._rayburn"	"be"	"well"	"he"	"stop"	"give"	"the"	"youngster"	"his"	"autograph"	"ask"	"where"	"he"	"be"	"from"	"and"	"express"	"the"	"hope"	"that"	"he"	"would"	"enjoy"	"his"	"visit"	"to"	"congress"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"she"	"with"	"?"	"a"	"?_she"	"she_with"	"with_a"	"''_?_she"	"?_she_with"	"she_with_a"	"with_a_reportorial"	"ε"	"ε"	"PRP"	"VB"	"IN"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"have"	"they"	"inherit"	"some"	"money"	"something"	"she"	"ask"	"with"	"a"	"reportorial"	"gleam"	"in"	"her"	"eye"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	","	","	"five"	"``"	"five_,"	",_,"	",_``"	"of_five_,"	"five_,_,"	",_,_``"	",_``_what"	"IN"	"CD"	"ε"	"VB"	"ε"	"ε"	"WP"	"of"	"a"	"dairy"	"truck"	"who"	"begin"	"work"	"at"	"a."	"m."	"finish"	"before"	"breakfast"	"then"	"go_out"	"and"	"grow"	"a"	"garden"	"and"	"who"	"has"	"use"	"the"	"cannery"	"to"	"save"	"and"	"feed"	"a"	"family"	"of"	"five"	"what"	"in"	"the"	"world"	"will"	"we"	"do"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"n't"	"me"	"do"	"if"	"do_n't"	"n't_me"	"me_if"	"``_do_n't"	"do_n't_me"	"n't_me_if"	"me_if_i"	"ε"	"VBP"	"RB"	"VB"	"PRP"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"do"	"ask"	"me"	"if"	"i"	"think"	"the"	"cannery"	"help"	"he"	"say"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"she"	"."	"?"	"∅"	"?_she"	"she_."	"._∅"	"''_?_she"	"?_she_."	"she_._∅"	"._∅_∅"	"ε"	"ε"	"PRP"	"VB"	"ε"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"how"	"do"	"you"	"know"	"you"	"love"	"enough"	"to"	"get_married"	"she"	"ask"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"ever"	":"	"have"	"how"	"have_ever"	"ever_:"	":_how"	"lovers_have_ever"	"have_ever_:"	"ever_:_how"	":_how_can"	"NNS"	"VBP"	"RB"	"VB"	"ε"	"WRB"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"be"	"the"	"oldest"	"and"	"question"	"young"	"lovers"	"have"	"ever"	"ask"	"how"	"can"	"you"	"be"	"sure"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"she"	"if"	"∅"	"i"	"∅_she"	"she_if"	"if_i"	"∅_∅_she"	"∅_she_if"	"she_if_i"	"if_i_have"	"ε"	"ε"	"PRP"	"VB"	"IN"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ask"	"if"	"i"	"have"	"advice"	"and"	"heady"	"with_success"	"i"	"rush"	"it"	"in"	"i"	"hope"	"not"	"too"	"late"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"i"	"unanimous"	","	"consent"	",_i"	"i_unanimous"	"unanimous_consent"	"mr._speaker_,_i"	",_i_unanimous"	"i_unanimous_consent"	"unanimous_consent_that"	"NNP"	"ε"	"PRP"	"VB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"mr._speaker"	"ask"	"unanimous"	"consent"	"that"	"all"	"members"	"who"	"desire"	"to"	"do"	"so"	"may"	"extend"	"their"	"remarks"	"at"	"this"	"point"	"in"	"the"	"record"	"and"	"also"	"that"	"they"	"may"	"have"	"legislative"	"days"	"in_which"	"to"	"extend"	"their"	"remarks"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:01::"	"had"	"for"	"president"	"."	"president_had"	"had_for"	"for_."	"the_president_had"	"president_had_for"	"had_for_."	"for_._∅"	"DT"	"NNP"	"VBD"	"VB"	"VB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in_all"	"the"	"senate"	"sign"	"a"	"check"	"for"	"billion"	"which"	"not_only"	"include"	"the"	"extra"	"billion"	"request"	"the"	"week"	"before"	"by"	"president_kennedy"	"but"	"tack_on"	"million"	"more_than"	"the"	"had"	"ask"	"for"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
